Sales,Quantity,Discount,Profit,Profit Margin (%),Ship_Duration,Region,Segment,Category,Sub_Category,Ship_Mode,Month,Weekday,Log_Sales,High_Discount,Month_Num,Weekday_Num,SubCat_ProfRate,Profitable
403.92,5,0.2,25.245,6.25,2,West,Home Office,Furniture,Chairs,First Class,December,Sunday,6.003689516730551,0,12,7,0.6042154566744731,1
106.8,10,0.2,10.68,10.0,5,East,Consumer,Office Supplies,Art,Standard Class,August,Friday,4.680277658474897,0,8,5,1.0,1
70.95,3,0.0,20.5755,29.000000000000004,2,East,Corporate,Office Supplies,Storage,First Class,November,Sunday,4.2759714333333765,0,11,7,0.7795698924731183,1
34.94,6,0.2,11.7936,33.75386376645678,2,East,Corporate,Office Supplies,Binders,First Class,November,Sunday,3.581850881355413,0,11,7,0.6011730205278593,1
119.04,6,0.0,35.712,30.0,2,East,Corporate,Office Supplies,Art,First Class,November,Sunday,4.787825020572167,0,11,7,1.0,1
799.56,9,0.0,207.8856,26.0,4,East,Consumer,Furniture,Furnishings,Standard Class,December,Saturday,6.6853114827822,0,12,6,0.8065522620904836,1
63.77,7,0.0,28.6965,44.99999999999999,4,Central,Consumer,Office Supplies,Paper,Standard Class,November,Friday,4.170842533194826,0,11,5,1.0,1
50.97,3,0.0,13.2522,26.0,4,Central,Consumer,Technology,Phones,Standard Class,November,Friday,3.9506666290203505,0,11,5,0.8521008403361344,1
96.08,2,0.0,46.1184,48.00000000000001,4,Central,Consumer,Office Supplies,Paper,Standard Class,November,Friday,4.5755353808584,0,11,5,1.0,1
1439.97,4,0.2,485.9892,33.74995312402341,4,Central,Consumer,Technology,Copiers,Standard Class,April,Thursday,7.273071776907026,0,4,4,1.0,1
43.56,3,0.2,-4.9005,-11.25,4,Central,Consumer,Technology,Accessories,Standard Class,April,Thursday,3.7968365956190286,0,4,4,0.872,0
563.92,5,0.2,7.049,1.2500000000000002,7,West,Consumer,Furniture,Chairs,Standard Class,December,Friday,6.336684128200863,0,12,5,0.6042154566744731,1
235.15,8,0.4,-47.0304,-20.000170104188815,6,East,Consumer,Technology,Phones,Standard Class,October,Friday,5.4644671963421265,1,10,5,0.8521008403361344,0
51.02,7,0.2,15.9425,31.247549980399842,4,Central,Consumer,Office Supplies,Paper,Second Class,October,Thursday,3.9516282600205055,0,10,4,1.0,1
25.25,4,0.2,7.89,31.247524752475247,4,Central,Consumer,Office Supplies,Fasteners,Second Class,October,Thursday,3.2676659890376327,0,10,4,0.9019607843137255,1
56.69,1,0.3,-14.5764,-25.71247133533251,4,Central,Consumer,Furniture,Chairs,Second Class,October,Thursday,4.055083848268798,1,10,4,0.6042154566744731,0
7.64,1,0.0,3.7436,49.0,4,West,Consumer,Office Supplies,Envelopes,Standard Class,October,Saturday,2.1564025828159643,0,10,6,1.0,1
68.16,3,0.0,27.9456,41.0,5,East,Corporate,Furniture,Furnishings,Standard Class,November,Saturday,4.23642266081509,0,11,6,0.8065522620904836,1
62.24,8,0.0,29.2528,47.0,5,East,Corporate,Office Supplies,Envelopes,Standard Class,November,Saturday,4.146937012341271,0,11,6,1.0,1
29.97,3,0.0,0.2997,1.0000000000000002,6,South,Consumer,Technology,Phones,Standard Class,July,Monday,3.4330189939851112,0,7,1,0.8521008403361344,1
125.7,6,0.0,35.196,27.999999999999996,6,Central,Consumer,Technology,Phones,Standard Class,October,Thursday,4.841822087327094,0,10,4,0.8521008403361344,1
191.98,2,0.0,51.8346,27.0,6,Central,Consumer,Technology,Phones,Standard Class,October,Thursday,5.262586556592238,0,10,4,0.8521008403361344,1
20.86,7,0.0,1.4602,6.999999999999999,6,Central,Consumer,Office Supplies,Storage,Standard Class,October,Thursday,3.0846584827483925,0,10,4,0.7795698924731183,1
66.29,1,0.7,-103.8606,-156.6761200784432,4,West,Consumer,Furniture,Bookcases,Standard Class,October,Monday,4.209011637200227,1,10,1,0.5263157894736842,0
291.17,4,0.2,-14.5584,-4.999965655802452,4,West,Consumer,Furniture,Chairs,Standard Class,October,Monday,5.677335824641218,0,10,1,0.6042154566744731,0
88.78,3,0.2,7.7679,8.749605767064654,5,Central,Consumer,Technology,Phones,Standard Class,November,Sunday,4.497362233353786,0,11,7,0.8521008403361344,1
110.38,4,0.4,-20.2356,-18.33266896176844,5,East,Home Office,Technology,Phones,Standard Class,January,Friday,4.7129477781615225,1,1,5,0.8521008403361344,0
55.18,3,0.2,15.8631,28.74791591156216,5,East,Home Office,Technology,Accessories,Standard Class,January,Friday,4.0285608216760975,0,1,5,0.872,1
57.58,3,0.2,21.591,37.497394928794726,4,East,Corporate,Office Supplies,Envelopes,Standard Class,February,Tuesday,4.070393341399587,0,2,2,1.0,1
26.34,4,0.2,9.2176,34.994684889901286,7,East,Consumer,Office Supplies,Binders,Standard Class,January,Friday,3.3083508312958037,0,1,5,0.6011730205278593,1
166.5,3,0.0,21.645,13.0,4,West,Consumer,Furniture,Furnishings,Standard Class,December,Saturday,5.120983351265121,0,12,6,0.8065522620904836,1
360.38,2,0.0,93.6988,26.0,4,West,Consumer,Office Supplies,Storage,Standard Class,December,Saturday,5.889930036283685,0,12,6,0.7795698924731183,1
11.74,1,0.2,3.8168,32.511073253833054,3,West,Consumer,Office Supplies,Binders,Second Class,October,Saturday,2.5447466501440172,0,10,6,0.6011730205278593,1
18.24,2,0.7,-14.592,-80.0,7,South,Home Office,Office Supplies,Binders,Standard Class,December,Sunday,2.9569914452375605,1,12,7,0.6011730205278593,0
25.35,3,0.0,7.605,30.0,4,West,Home Office,Office Supplies,Supplies,Standard Class,November,Thursday,3.2714682749873716,0,11,4,0.816793893129771,1
119.04,6,0.0,30.9504,25.999999999999996,5,West,Home Office,Office Supplies,Art,Standard Class,November,Friday,4.787825020572167,0,11,5,1.0,1
22.14,3,0.0,6.4206,28.999999999999996,5,West,Home Office,Furniture,Furnishings,Standard Class,November,Friday,3.1415627217655304,0,11,5,0.8065522620904836,1
13.98,2,0.0,6.0114,43.0,5,West,Home Office,Technology,Accessories,Standard Class,November,Friday,2.7067159780890733,0,11,5,0.872,1
2.39,1,0.8,-6.3441,-265.44351464435147,2,Central,Consumer,Office Supplies,Appliances,First Class,December,Tuesday,1.220829921392359,1,12,2,0.867109634551495,0
58.32,9,0.0,27.9936,48.0,0,South,Home Office,Office Supplies,Paper,Same Day,April,Monday,4.082946517269732,0,4,1,1.0,1
200.97,3,0.0,50.2425,25.0,0,South,Home Office,Technology,Phones,Same Day,April,Monday,5.308119171520297,0,4,1,0.8521008403361344,1
21.36,8,0.0,8.1168,38.0,6,South,Corporate,Furniture,Furnishings,Standard Class,September,Tuesday,3.1072736482868986,0,9,2,0.8065522620904836,1
3.44,1,0.7,-2.5256,-73.4186046511628,2,South,Home Office,Office Supplies,Binders,Second Class,September,Sunday,1.4906543764441333,1,9,7,0.6011730205278593,0
22.92,3,0.0,11.2308,49.0,2,East,Consumer,Office Supplies,Envelopes,Second Class,March,Saturday,3.1747149290824312,0,3,6,1.0,1
11.36,4,0.0,5.5664,49.0,4,Central,Consumer,Office Supplies,Binders,Second Class,August,Thursday,2.514465452029545,0,8,4,0.6011730205278593,1
14.59,3,0.2,4.9248,33.75462645647704,6,West,Consumer,Office Supplies,Binders,Standard Class,May,Tuesday,2.7466296830696852,0,5,2,0.6011730205278593,1
442.37,7,0.8,-729.9138,-165.00074598187038,2,Central,Corporate,Office Supplies,Binders,First Class,September,Saturday,6.094404635894591,1,9,6,0.6011730205278593,0
28.85,5,0.0,14.425,50.0,0,Central,Consumer,Office Supplies,Binders,Same Day,October,Thursday,3.396184839838611,0,10,4,0.6011730205278593,1
3.49,2,0.2,1.1772,33.730659025787965,5,South,Consumer,Office Supplies,Paper,Standard Class,November,Monday,1.501852701754163,0,11,1,1.0,1
143.86,9,0.2,48.5514,33.74906158765466,5,South,Consumer,Office Supplies,Paper,Standard Class,November,Monday,4.97576775876718,0,11,1,1.0,1
311.98,2,0.0,93.594,30.0,3,East,Home Office,Technology,Phones,Second Class,October,Thursday,5.746139290735026,0,10,4,0.8521008403361344,1
22.45,5,0.0,10.327,46.0,3,East,Home Office,Office Supplies,Binders,Second Class,October,Thursday,3.1548704948922883,0,10,4,0.6011730205278593,1
12.42,3,0.0,4.4712,36.0,5,West,Consumer,Furniture,Furnishings,Second Class,July,Sunday,2.5967461315435356,0,7,7,0.8065522620904836,1
428.4,3,0.0,89.964,21.000000000000004,5,West,Consumer,Technology,Accessories,Second Class,July,Sunday,6.062388885444681,0,7,7,0.872,1
24.75,5,0.0,10.89,44.0,5,West,Consumer,Furniture,Furnishings,Second Class,July,Sunday,3.248434627109745,0,7,7,0.8065522620904836,1
87.71,7,0.0,41.2237,47.0,5,West,Consumer,Office Supplies,Labels,Second Class,July,Sunday,4.485372622532496,0,7,7,1.0,1
69.52,2,0.0,17.38,25.0,5,West,Consumer,Office Supplies,Storage,Second Class,July,Sunday,4.25589635752967,0,7,7,0.7795698924731183,1
20.78,2,0.2,-4.6764,-22.504331087584216,5,West,Consumer,Technology,Phones,Second Class,July,Sunday,3.0809921175048145,0,7,7,0.8521008403361344,0
12.82,3,0.2,4.1652,32.489859594383766,5,West,Consumer,Office Supplies,Binders,Second Class,July,Sunday,2.626116818339524,0,7,7,0.6011730205278593,1
63.82,2,0.2,9.5736,15.00094014415544,6,East,Consumer,Furniture,Furnishings,Standard Class,November,Friday,4.171614197713401,0,11,5,0.8065522620904836,1
141.55,3,0.2,-26.541,-18.750264924055102,6,East,Consumer,Office Supplies,Storage,Standard Class,November,Friday,4.9596928153586815,0,11,5,0.7795698924731183,0
304.9,5,0.0,143.303,47.0,4,West,Corporate,Office Supplies,Envelopes,Standard Class,September,Saturday,5.7232582511568575,0,9,6,1.0,1
563.24,5,0.2,56.324,10.0,4,West,Corporate,Furniture,Chairs,Standard Class,September,Saturday,6.3354796928999235,0,9,6,0.6042154566744731,1
661.18,2,0.4,-231.4116,-34.99978825735806,5,East,Corporate,Furniture,Tables,Standard Class,October,Friday,6.495537422301262,1,10,5,0.3627906976744186,0
239.98,3,0.2,17.9982,7.499874989582465,7,South,Home Office,Technology,Phones,Standard Class,October,Monday,5.48471394249513,0,10,1,0.8521008403361344,1
502.49,3,0.2,-87.9354,-17.499930346872574,4,West,Corporate,Furniture,Tables,Standard Class,July,Tuesday,6.221563850988198,0,7,2,0.3627906976744186,0
196.7,6,0.2,68.8464,35.00071174377224,4,West,Corporate,Office Supplies,Binders,Standard Class,July,Tuesday,5.286750730176571,0,7,2,0.6011730205278593,1
915.14,4,0.2,102.9528,11.249950827195839,5,West,Home Office,Furniture,Chairs,Second Class,March,Friday,6.820169191423475,0,3,5,0.6042154566744731,1
327.76,8,0.0,91.7728,28.000000000000004,5,West,Home Office,Furniture,Furnishings,Second Class,March,Friday,5.795328001280299,0,3,5,0.8065522620904836,1
88.78,3,0.2,7.7679,8.749605767064654,4,West,Consumer,Technology,Phones,Standard Class,April,Wednesday,4.497362233353786,0,4,3,0.8521008403361344,1
64.14,3,0.0,16.6764,26.0,4,West,Consumer,Office Supplies,Art,Standard Class,April,Wednesday,4.176538799848087,0,4,3,1.0,1
33.55,1,0.2,12.582,37.50223546944859,3,East,Corporate,Office Supplies,Binders,First Class,September,Tuesday,3.542407550213679,0,9,2,0.6011730205278593,1
1737.18,6,0.0,503.7822,28.999999999999996,4,East,Corporate,Office Supplies,Appliances,Standard Class,December,Sunday,7.46059386778137,0,12,7,0.867109634551495,1
704.25,5,0.0,84.51,12.000000000000002,4,East,Corporate,Office Supplies,Storage,Standard Class,December,Sunday,6.558552349882105,0,12,7,0.7795698924731183,1
141.76,4,0.0,66.6272,47.0,4,East,Corporate,Office Supplies,Paper,Standard Class,December,Sunday,4.961164898621959,0,12,7,1.0,1
36.36,3,0.2,12.2715,33.75,5,West,Corporate,Office Supplies,Binders,Standard Class,October,Tuesday,3.620600613360642,0,10,2,0.6011730205278593,1
24.59,3,0.8,-38.1114,-154.98739324928835,6,Central,Consumer,Office Supplies,Binders,Standard Class,June,Friday,3.2422016501716975,1,6,5,0.6011730205278593,0
13.98,2,0.2,4.7196,33.75965665236051,6,Central,Consumer,Office Supplies,Envelopes,Standard Class,June,Friday,2.7067159780890733,0,6,5,1.0,1
17.58,7,0.2,-4.1762,-23.755403868031856,2,West,Corporate,Office Supplies,Supplies,Second Class,November,Friday,2.922085733385692,0,11,5,0.816793893129771,0
104.78,1,0.2,-14.4078,-13.750524909333842,2,West,Corporate,Furniture,Chairs,Second Class,November,Friday,4.6613614656378335,0,11,5,0.6042154566744731,0
47.95,3,0.2,16.7832,35.0014598540146,2,West,Corporate,Office Supplies,Paper,Second Class,November,Friday,3.8907993689765195,0,11,5,1.0,1
650.35,3,0.2,-97.5528,-15.000046129007458,2,West,Corporate,Furniture,Chairs,Second Class,November,Friday,6.479047132143573,0,11,5,0.6042154566744731,0
629.18,8,0.2,228.0792,36.250230458692265,2,West,Corporate,Office Supplies,Labels,Second Class,November,Friday,6.446005492862739,0,11,5,1.0,1
15.18,1,0.2,5.3116,34.99077733860343,2,West,Corporate,Office Supplies,Paper,Second Class,November,Friday,2.7837759116303458,0,11,5,1.0,1
127.95,3,0.0,21.7515,17.0,5,West,Consumer,Furniture,Furnishings,Standard Class,September,Thursday,4.859424732327354,0,9,4,0.8065522620904836,1
151.92,4,0.0,45.576,30.000000000000004,5,Central,Corporate,Office Supplies,Art,Standard Class,November,Monday,5.029914908828212,0,11,1,1.0,1
196.62,2,0.0,96.3438,49.0,5,Central,Corporate,Office Supplies,Labels,Standard Class,November,Monday,5.286345994766816,0,11,1,1.0,1
144.12,3,0.0,69.1776,48.0,5,Central,Corporate,Office Supplies,Paper,Standard Class,November,Monday,4.977560986366827,0,11,1,1.0,1
15.96,2,0.0,7.98,50.0,5,Central,Corporate,Office Supplies,Paper,Standard Class,November,Monday,2.830857630363757,0,11,1,1.0,1
7.75,3,0.2,2.8101,36.259354838709676,4,East,Corporate,Office Supplies,Binders,Standard Class,October,Monday,2.169053700369523,0,10,1,0.6011730205278593,1
15.28,2,0.0,7.4872,49.0,4,Central,Home Office,Office Supplies,Envelopes,Second Class,June,Tuesday,2.7899373605743945,0,6,2,1.0,1
65.97,3,0.0,31.0059,47.0,6,East,Consumer,Technology,Machines,Standard Class,June,Tuesday,4.204244757921959,0,6,2,0.5975609756097561,1
33.4,5,0.0,16.032,48.00000000000001,4,West,Corporate,Office Supplies,Paper,Standard Class,October,Thursday,3.5380565643793527,0,10,4,1.0,1
210.84,4,0.0,103.3116,49.0,4,West,Corporate,Office Supplies,Envelopes,Standard Class,October,Thursday,5.3558312727486435,0,10,4,1.0,1
13.98,1,0.0,4.0542,28.999999999999996,6,Central,Consumer,Office Supplies,Storage,Standard Class,January,Monday,2.7067159780890733,0,1,1,0.7795698924731183,1
272.94,3,0.0,30.0234,11.0,6,Central,Consumer,Furniture,Furnishings,Standard Class,January,Monday,5.6129091043066754,0,1,1,0.8065522620904836,1
19.05,5,0.0,8.9535,47.0,6,Central,Consumer,Office Supplies,Binders,Standard Class,January,Monday,2.998229153752578,0,1,1,0.6011730205278593,1
247.72,4,0.1,93.5816,37.777167770062974,6,Central,Consumer,Office Supplies,Appliances,Standard Class,January,Monday,5.516327765750498,0,1,1,0.867109634551495,1
66.58,2,0.0,15.9792,24.000000000000004,6,Central,Consumer,Office Supplies,Storage,Standard Class,January,Monday,4.213312081286144,0,1,1,0.7795698924731183,1
43.92,3,0.0,12.7368,28.999999999999996,6,Central,Consumer,Office Supplies,Art,Standard Class,January,Monday,3.8048831298702424,0,1,1,1.0,1
14.73,3,0.0,4.8609,33.0,6,Central,Consumer,Furniture,Furnishings,Standard Class,January,Monday,2.7555697170701863,0,1,1,0.8065522620904836,1
29.7,5,0.0,13.365,45.0,6,Central,Consumer,Office Supplies,Binders,Standard Class,January,Monday,3.4242626545931514,0,1,1,0.6011730205278593,1
49.12,4,0.0,23.0864,47.0,4,East,Consumer,Office Supplies,Paper,Standard Class,July,Friday,3.9144201300278674,0,7,5,1.0,1
18.28,5,0.2,6.398,35.0,4,East,Consumer,Office Supplies,Binders,Standard Class,July,Friday,2.9590682891823996,0,7,5,0.6011730205278593,1
47.04,4,0.0,15.9936,34.0,7,West,Consumer,Furniture,Furnishings,Standard Class,August,Tuesday,3.872033997211783,0,8,2,0.8065522620904836,1
339.96,5,0.2,42.495,12.5,7,West,Consumer,Technology,Phones,Standard Class,August,Tuesday,5.831765168350307,0,8,2,0.8521008403361344,1
156.51,4,0.2,-35.2152,-22.500287521564122,2,East,Consumer,Office Supplies,Storage,First Class,December,Saturday,5.059488948313644,0,12,6,0.7795698924731183,0
119.85,3,0.0,52.734,44.00000000000001,3,East,Home Office,Technology,Accessories,First Class,March,Saturday,4.794550107149492,0,3,6,0.872,1
30.44,2,0.0,14.9156,49.0,3,East,Home Office,Office Supplies,Binders,First Class,March,Saturday,3.448080967561006,0,3,6,0.6011730205278593,1
69.28,2,0.0,33.2544,47.99999999999999,3,East,Home Office,Office Supplies,Binders,First Class,March,Saturday,4.252487263318897,0,3,6,0.6011730205278593,1
587.97,3,0.0,170.5113,28.999999999999996,3,East,Home Office,Technology,Phones,First Class,March,Saturday,6.378375248568339,0,3,6,0.8521008403361344,1
12.18,1,0.2,4.4138,36.23809523809524,5,West,Consumer,Office Supplies,Binders,Standard Class,May,Friday,2.578700529074361,0,5,5,0.6011730205278593,1
37.32,3,0.0,10.4496,28.000000000000004,5,West,Consumer,Office Supplies,Storage,Standard Class,May,Friday,3.6459719531026598,0,5,5,0.7795698924731183,1
35.06,2,0.0,10.518,30.0,5,West,Consumer,Office Supplies,Supplies,Standard Class,May,Friday,3.585184217775171,0,5,5,0.816793893129771,1
2.41,1,0.7,-2.01,-83.402489626556,6,East,Consumer,Office Supplies,Binders,Standard Class,September,Sunday,1.2267122912954254,1,9,7,0.6011730205278593,0
8.39,1,0.0,2.0975,25.0,6,East,Corporate,Office Supplies,Appliances,Standard Class,September,Sunday,2.2396452932201716,0,9,7,0.867109634551495,1
337.98,2,0.0,101.394,30.0,6,East,Corporate,Technology,Phones,Standard Class,September,Sunday,5.825941108589908,0,9,7,0.8521008403361344,1
83.92,5,0.2,-13.637,-16.25,7,East,Consumer,Office Supplies,Storage,Standard Class,October,Monday,4.441709636835055,0,10,1,0.7795698924731183,0
56.3,2,0.0,15.764,28.000000000000004,5,West,Home Office,Office Supplies,Art,Standard Class,December,Thursday,4.048300623720694,0,12,4,1.0,1
51.02,7,0.2,8.2901,16.24872598980792,5,West,Consumer,Office Supplies,Art,Standard Class,November,Tuesday,3.9516282600205055,0,11,2,1.0,1
38.08,5,0.6,-29.512,-77.5,4,Central,Corporate,Furniture,Furnishings,Standard Class,October,Monday,3.6656108271745818,1,10,1,0.8065522620904836,0
113.57,2,0.2,12.7764,11.249801884300432,0,East,Home Office,Furniture,Bookcases,Same Day,November,Monday,4.741185989905534,0,11,1,0.5263157894736842,1
561.58,2,0.2,70.198,12.500089034509774,4,South,Corporate,Furniture,Chairs,Standard Class,April,Tuesday,6.332533346188176,0,4,2,0.6042154566744731,1
99.92,5,0.2,-1.249,-1.25,4,South,Corporate,Office Supplies,Storage,Standard Class,April,Tuesday,4.614328123772857,0,4,2,0.7795698924731183,0
4.93,2,0.2,1.7248,34.98580121703854,3,East,Home Office,Office Supplies,Labels,First Class,October,Friday,1.780024213009634,0,10,5,1.0,1
14.76,2,0.0,4.2804,29.000000000000004,7,West,Consumer,Furniture,Furnishings,Standard Class,December,Thursday,2.757475084429733,0,12,4,0.8065522620904836,1
49.79,8,0.2,-11.8256,-23.75095400682868,5,West,Home Office,Office Supplies,Fasteners,Standard Class,April,Tuesday,3.9276994848131537,0,4,2,0.9019607843137255,0
299.98,5,0.5,-167.986,-55.99906660444029,4,East,Consumer,Furniture,Bookcases,Standard Class,March,Tuesday,5.7070438173585725,1,3,2,0.5263157894736842,0
158.38,4,0.4,-36.9544,-23.332744033337544,4,East,Consumer,Technology,Phones,Standard Class,March,Tuesday,5.071291287969602,1,3,2,0.8521008403361344,0
10.56,2,0.0,4.752,44.99999999999999,5,Central,Consumer,Office Supplies,Paper,Standard Class,January,Thursday,2.4475508632442313,0,1,4,1.0,1
229.94,2,0.0,6.8982,3.0000000000000004,5,Central,Consumer,Office Supplies,Storage,Standard Class,January,Thursday,5.44215793652371,0,1,4,0.7795698924731183,1
311.15,5,0.0,146.2405,47.0,4,South,Corporate,Office Supplies,Envelopes,Standard Class,February,Saturday,5.743483841507753,0,2,6,1.0,1
12.96,2,0.0,6.3504,48.99999999999999,4,South,Corporate,Office Supplies,Paper,Standard Class,February,Saturday,2.6361960973342264,0,2,6,1.0,1
14.62,2,0.0,6.7252,46.0,5,East,Consumer,Office Supplies,Paper,Standard Class,December,Wednesday,2.7485521444115397,0,12,3,1.0,1
5.76,2,0.0,2.8224,49.00000000000001,5,East,Consumer,Office Supplies,Labels,Standard Class,December,Wednesday,1.9110228900548727,0,12,3,1.0,1
21.48,6,0.0,10.5252,49.0,5,East,Consumer,Office Supplies,Fasteners,Standard Class,December,Wednesday,3.1126260250254902,0,12,3,0.9019607843137255,1
396.92,4,0.0,198.46,50.0,5,East,Consumer,Furniture,Furnishings,Standard Class,December,Wednesday,5.986250980055095,0,12,3,0.8065522620904836,1
17.15,1,0.0,4.6305,27.0,5,East,Consumer,Office Supplies,Storage,Standard Class,December,Wednesday,2.8986705607108596,0,12,3,0.7795698924731183,1
23.12,2,0.2,7.803,33.75,5,East,Consumer,Office Supplies,Binders,Standard Class,December,Wednesday,3.1830413718589847,0,12,3,0.6011730205278593,1
177.48,3,0.2,19.9665,11.25,5,South,Consumer,Technology,Phones,Standard Class,November,Monday,5.184476550124277,0,11,1,0.8521008403361344,1
108.58,4,0.4,-25.3344,-23.332473752072204,4,East,Consumer,Technology,Phones,Standard Class,March,Tuesday,4.696654876110269,1,3,2,0.8521008403361344,0
5.98,2,0.2,-1.3464,-22.51505016722408,4,East,Consumer,Office Supplies,Fasteners,Standard Class,March,Tuesday,1.9430489167742813,0,3,2,0.9019607843137255,0
21.96,2,0.0,6.1488,27.999999999999996,5,Central,Corporate,Office Supplies,Supplies,Standard Class,October,Monday,3.133753571451366,0,10,1,0.816793893129771,1
368.97,3,0.0,81.1734,21.999999999999996,5,Central,Corporate,Furniture,Chairs,Standard Class,October,Monday,5.913421921269941,0,10,1,0.6042154566744731,1
12.39,3,0.0,3.4692,27.999999999999996,5,Central,Corporate,Office Supplies,Art,Standard Class,October,Monday,2.5945081597030812,0,10,1,1.0,1
332.94,3,0.0,9.9882,3.0000000000000004,5,Central,Corporate,Office Supplies,Storage,Standard Class,October,Monday,5.810961336120811,0,10,1,0.7795698924731183,1
111.93,7,0.0,34.6983,31.0,6,West,Corporate,Technology,Accessories,Standard Class,July,Saturday,4.726768157735579,0,7,6,0.872,1
454.27,8,0.2,-73.8192,-16.250071543355276,3,West,Home Office,Furniture,Chairs,First Class,October,Saturday,6.1208906495482855,0,10,6,0.6042154566744731,0
8399.98,4,0.4,1119.9968,13.333326984111865,4,East,Consumer,Technology,Copiers,Standard Class,May,Monday,9.036103644693045,1,5,1,1.0,1
6.29,1,0.7,-4.196,-66.70906200317964,4,East,Consumer,Office Supplies,Binders,Standard Class,May,Monday,1.986503546020567,1,5,1,0.6011730205278593,0
10.37,2,0.2,3.6288,34.993249758919966,4,East,Consumer,Office Supplies,Paper,Standard Class,May,Monday,2.4309783077624445,0,5,1,1.0,1
122.38,3,0.4,-24.4764,-20.000326850792614,4,East,Consumer,Technology,Phones,Standard Class,May,Monday,4.815269023781492,1,5,1,0.8521008403361344,0
25.98,2,0.2,-1.624,-6.250962278675905,4,South,Consumer,Office Supplies,Storage,Standard Class,November,Monday,3.2950958507796098,0,11,1,0.7795698924731183,0
945.04,6,0.4,-299.2614,-31.66653263353932,4,South,Consumer,Furniture,Tables,Standard Class,November,Monday,6.852284851456062,1,11,1,0.3627906976744186,0
14.3,7,0.7,-10.4874,-73.33846153846153,4,South,Consumer,Office Supplies,Binders,Standard Class,November,Monday,2.72785282839839,1,11,1,0.6011730205278593,0
410.35,3,0.2,-51.294,-12.500060923601803,4,South,Consumer,Furniture,Furnishings,Standard Class,November,Monday,6.0194444336149395,0,11,1,0.8065522620904836,0
23.52,5,0.2,8.526,36.25,5,Central,Corporate,Office Supplies,Paper,Standard Class,March,Monday,3.1994891110680106,0,3,1,1.0,1
180.96,5,0.2,13.572,7.5,5,Central,Corporate,Technology,Phones,Standard Class,March,Monday,5.203786882701803,0,3,1,0.8521008403361344,1
589.41,5,0.1,-6.549,-1.1111111111111112,2,East,Consumer,Furniture,Chairs,First Class,October,Saturday,6.380817210812198,0,10,6,0.6042154566744731,0
34.7,5,0.0,12.492,36.0,7,East,Corporate,Office Supplies,Art,Standard Class,October,Thursday,3.5751506887855933,0,10,4,1.0,1
99.87,3,0.0,23.9688,24.000000000000004,7,East,Corporate,Office Supplies,Storage,Standard Class,October,Thursday,4.613832559066744,0,10,4,0.7795698924731183,1
37.94,2,0.0,18.2112,48.00000000000001,7,East,Corporate,Office Supplies,Paper,Standard Class,October,Thursday,3.6620219999440535,0,10,4,1.0,1
24.9,5,0.0,11.454,46.00000000000001,7,East,Corporate,Office Supplies,Labels,Standard Class,October,Thursday,3.254242968705492,0,10,4,1.0,1
82.26,3,0.0,33.7266,40.99999999999999,7,East,Corporate,Furniture,Furnishings,Standard Class,October,Thursday,4.421968241766829,0,10,4,0.8065522620904836,1
7.1,6,0.2,2.4864,35.01971830985916,5,Central,Consumer,Office Supplies,Fasteners,Standard Class,March,Thursday,2.0918640616783932,0,3,4,0.9019607843137255,1
10.76,2,0.0,5.1648,48.0,4,East,Consumer,Office Supplies,Binders,Standard Class,September,Friday,2.464703942470481,0,9,5,0.6011730205278593,1
45.68,2,0.0,21.0128,46.0,4,East,Consumer,Office Supplies,Paper,Standard Class,September,Friday,3.8433158074183553,0,9,5,1.0,1
6.7,1,0.0,2.211,32.99999999999999,4,East,Consumer,Office Supplies,Art,Standard Class,September,Friday,2.0412203288596382,0,9,5,1.0,1
158.38,3,0.2,13.8579,8.74977901250158,4,Central,Consumer,Technology,Phones,Second Class,December,Saturday,5.071291287969602,0,12,6,0.8521008403361344,1
3.44,2,0.2,0.559,16.25,5,Central,Consumer,Office Supplies,Art,Standard Class,October,Thursday,1.4906543764441333,0,10,4,1.0,1
135.99,1,0.0,36.7173,27.0,6,East,Corporate,Technology,Phones,Standard Class,August,Tuesday,4.919907930463299,0,8,2,0.8521008403361344,1
15.96,7,0.0,7.0224,44.0,6,East,Corporate,Office Supplies,Art,Standard Class,August,Tuesday,2.830857630363757,0,8,2,1.0,1
13.28,2,0.0,6.3744,48.0,6,South,Home Office,Furniture,Furnishings,Standard Class,September,Thursday,2.658859956911438,0,9,4,0.8065522620904836,1
84.96,6,0.2,6.372,7.500000000000001,4,South,Consumer,Office Supplies,Storage,Standard Class,November,Friday,4.453882071774309,0,11,5,0.7795698924731183,1
2079.4,5,0.0,582.232,27.999999999999996,6,East,Home Office,Office Supplies,Storage,Standard Class,December,Friday,7.6403154618989175,0,12,5,0.7795698924731183,1
629.95,5,0.0,176.386,27.999999999999996,6,East,Home Office,Technology,Phones,Standard Class,December,Friday,6.4472266200989194,0,12,5,0.8521008403361344,1
72.42,6,0.0,23.8986,32.99999999999999,6,East,Home Office,Furniture,Furnishings,Standard Class,December,Friday,4.2961963780686885,0,12,5,0.8065522620904836,1
131.98,2,0.0,35.6346,27.0,4,Central,Home Office,Technology,Phones,Standard Class,August,Saturday,4.890198740974308,0,8,6,0.8521008403361344,1
114.52,7,0.0,11.452,10.0,4,Central,Home Office,Technology,Accessories,Standard Class,August,Saturday,4.749443675144516,0,8,6,0.872,1
